尚	出现次数为758  	哈夫曼编码为11100110001
缺	出现次数为64   	哈夫曼编码为01010001001011
钱	出现次数为104  	哈夫曼编码为0000001101010
承	出现次数为416  	哈夫曼编码为00000011000
挟	出现次数为54   	哈夫曼编码为00010100000000
惰	出现次数为4    	哈夫曼编码为010100100101110111
慢	出现次数为116  	哈夫曼编码为0010101011011
董	出现次数为676  	哈夫曼编码为10110110011
卓	出现次数为688  	哈夫曼编码为10111001011
京	出现次数为92   	哈夫曼编码为11011111110011
论	出现次数为220  	哈夫曼编码为000110000011
岂	出现次数为678  	哈夫曼编码为10110110111
拥	出现次数为238  	哈夫曼编码为001101010010
逮	出现次数为2    	哈夫曼编码为0101001010101110100
冈	出现次数为48   	哈夫曼编码为111100001100010
漫	出现次数为60   	哈夫曼编码为00110111011000
塞	出现次数为114  	哈夫曼编码为0010011110100
野	出现次数为284  	哈夫曼编码为011101101010
冲	出现次数为494  	哈夫曼编码为01000110101
职	出现次数为132  	哈夫曼编码为0101111001011
轻	出现次数为492  	哈夫曼编码为00111111111
血	出现次数为258  	哈夫曼编码为010101000011
厮	出现次数为170  	哈夫曼编码为1011100001000
情	出现次数为318  	哈夫曼编码为101000100111
犹	出现次数为244  	哈夫曼编码为001111011000
谁	出现次数为434  	哈夫曼编码为00010100111
识	出现次数为244  	哈夫曼编码为001111011001
督	出现次数为630  	哈夫曼编码为10011111110
邮	出现次数为46   	哈夫曼编码为111000000000011
舅	出现次数为84   	哈夫曼编码为10110101000000
竖	出现次数为100  	哈夫曼编码为11111000101001
仲	出现次数为190  	哈夫曼编码为1110011001001
陇	出现次数为124  	哈夫曼编码为0100011110001
西	出现次数为1296 	哈夫曼编码为1010011101
洮	出现次数为66   	哈夫曼编码为01011110101100
骄	出现次数为30   	哈夫曼编码为001101111010111
傲	出现次数为30   	哈夫曼编码为001101111011000
怠	出现次数为54   	哈夫曼编码为00010100000001
擅	出现次数为50   	哈夫曼编码为111110001100101
甘	出现次数为354  	哈夫曼编码为110101100011
离	出现次数为352  	哈夫曼编码为110100101000
稍	出现次数为62   	哈夫曼编码为01000111101111
连	出现次数为768  	哈夫曼编码为11100111111
厚	出现次数为298  	哈夫曼编码为100100001001
跟	出现次数为100  	哈夫曼编码为11111000101010
曲	出现次数为96   	哈夫曼编码为11110000100010
屯	出现次数为638  	哈夫曼编码为10100010100
先	出现次数为2904 	哈夫曼编码为110111011
锋	出现次数为558  	哈夫曼编码为01110001101
搦	出现次数为172  	哈夫曼编码为1011101010010
麾	出现次数为82   	哈夫曼编码为10101111110110
仗	出现次数为230  	哈夫曼编码为001010001110
法	出现次数为588  	哈夫曼编码为10001011010
似	出现次数为158  	哈夫曼编码为1010000010010
限	出现次数为56   	哈夫曼编码为00011110100110
忙	出现次数为296  	哈夫曼编码为100011100101
彼	出现次数为624  	哈夫曼编码为10011110100
羊	出现次数为108  	哈夫曼编码为0001001000111
狗	出现次数为32   	哈夫曼编码为010100010110100
候	出现次数为264  	哈夫曼编码为010111100001
坡	出现次数为138  	哈夫曼编码为0110101000110
泼	出现次数为18   	哈夫曼编码为1000001001100111
拨	出现次数为364  	哈夫曼编码为110111101010
秽	出现次数为8    	哈夫曼编码为01010010000010101
物	出现次数为338  	哈夫曼编码为101101101001
准	出现次数为258  	哈夫曼编码为010101011000
摇	出现次数为80   	哈夫曼编码为10100011011000
擂	出现次数为70   	哈夫曼编码为01110011001101
际	出现次数为68   	哈夫曼编码为01100110001101
砂	出现次数为10   	哈夫曼编码为10100100001010001
石	出现次数为376  	哈夫曼编码为111001000100
驱	出现次数为300  	哈夫曼编码为100100100001
炮	出现次数为174  	哈夫曼编码为1011111000011
纸	出现次数为38   	哈夫曼编码为100100001011011
纷	出现次数为104  	哈夫曼编码为0000001101011
坠	出现次数为86   	哈夫曼编码为10111100000010
荒	出现次数为74   	哈夫曼编码为10001110100100
箭	出现次数为708  	哈夫曼编码为11010110000
臂	出现次数为110  	哈夫曼编码为0001100011110
带	出现次数为580  	哈夫曼编码为10000100101
坚	出现次数为502  	哈夫曼编码为01001001101
捷	出现次数为66   	哈夫曼编码为01011110101101
屡	出现次数为76   	哈夫曼编码为10010101100111
棺	出现次数为42   	哈夫曼编码为101101010010000
尸	出现次数为158  	哈夫曼编码为1010000010011
枭	出现次数为50   	哈夫曼编码为111110001100110
牧	出现次数为104  	哈夫曼编码为0000001101100
表	出现次数为870  	哈夫曼编码为0001011000
班	出现次数为340  	哈夫曼编码为101110000001
催	出现次数为190  	哈夫曼编码为1110011001100
促	出现次数为30   	哈夫曼编码为001101111011001
严	出现次数为338  	哈夫曼编码为101101101010
韩	出现次数为608  	哈夫曼编码为10010100111
烧	出现次数为238  	哈夫曼编码为001101010011
劫	出现次数为304  	哈夫曼编码为100101010011
仇	出现次数为324  	哈夫曼编码为101001111001
据	出现次数为218  	哈夫曼编码为000101101101
宛	出现次数为48   	哈夫曼编码为111100001100011
锐	出现次数为140  	哈夫曼编码为0111001100010
抵	出现次数为224  	哈夫曼编码为000111010111
恐	出现次数为836  	哈夫曼编码为0000010001
弃	出现次数为598  	哈夫曼编码为10010001001
掩	出现次数为254  	哈夫曼编码为010011001111
定	出现次数为1028 	哈夫曼编码为0101001110
断	出现次数为426  	哈夫曼编码为00010000101
纳	出现次数为202  	哈夫曼编码为1111101101010
耶	出现次数为602  	哈夫曼编码为10010010011
主	出现次数为2874 	哈夫曼编码为110110101
附	出现次数为92   	哈夫曼编码为11011111110100
劝	出现次数为304  	哈夫曼编码为100101010100
惟	出现次数为258  	哈夫曼编码为010101011001
容	出现次数为458  	哈夫曼编码为00101000010
掠	出现次数为80   	哈夫曼编码为10100011011001
策	出现次数为1034 	哈夫曼编码为0101010001
桶	出现次数为24   	哈夫曼编码为1111000100000001
况	出现次数为124  	哈夫曼编码为0100011110010
撤	出现次数为70   	哈夫曼编码为01110011001110
独	出现次数为258  	哈夫曼编码为010101011010
恋	出现次数为66   	哈夫曼编码为01011110101110
果	出现次数为352  	哈夫曼编码为110100101001
射	出现次数为528  	哈夫曼编码为01011010110
暂	出现次数为172  	哈夫曼编码为1011101010011
阔	出现次数为48   	哈夫曼编码为111100001100100
熊	出现次数为26   	哈夫曼编码为000000111101111
腰	出现次数为48   	哈夫曼编码为111100001100101
吴	出现次数为1900 	哈夫曼编码为001100111
富	出现次数为98   	哈夫曼编码为11110101011000
台	出现次数为180  	哈夫曼编码为1101110010010
塘	出现次数为6    	哈夫曼编码为111100010110111100
赃	出现次数为4    	哈夫曼编码为010100100101111000
奋	出现次数为234  	哈夫曼编码为001011011011
叫	出现次数为606  	哈夫曼编码为10010100110
指	出现次数为420  	哈夫曼编码为00000101101
荐	出现次数为112  	哈夫曼编码为0001111001000
会	出现次数为950  	哈夫曼编码为0011001101
稽	出现次数为48   	哈夫曼编码为111100001100110
昌	出现次数为224  	哈夫曼编码为000111100000
司	出现次数为1324 	哈夫曼编码为1011000011
韶	出现次数为42   	哈夫曼编码为101101010010001
史	出现次数为414  	哈夫曼编码为111111100111
臧	出现次数为36   	哈夫曼编码为100000100011010
旻	出现次数为6    	哈夫曼编码为111100010110111101
盐	出现次数为8    	哈夫曼编码为01010010000010110
渎	出现次数为26   	哈夫曼编码为000000111110000
丞	出现次数为1130 	哈夫曼编码为0111010110
盱	出现次数为8    	哈夫曼编码为01010010000010111
眙	出现次数为8    	哈夫曼编码为01010010000011000
邳	出现次数为70   	哈夫曼编码为01110011001111
集	出现次数为148  	哈夫曼编码为1000111001111
诸	出现次数为1766 	哈夫曼编码为000110100
旅	出现次数为26   	哈夫曼编码为000000111110001
淮	出现次数为334  	哈夫曼编码为101100101011
泗	出现次数为16   	哈夫曼编码为0101000111000001
登	出现次数为338  	哈夫曼编码为101101101011
突	出现次数为320  	哈夫曼编码为101000101111
槊	出现次数为22   	哈夫曼编码为1101001110111100
弓	出现次数为354  	哈夫曼编码为110101101100
尹	出现次数为96   	哈夫曼编码为11110000100011
郁	出现次数为18   	哈夫曼编码为1000001001101000
街	出现次数为106  	哈夫曼编码为0001000000000
闲	出现次数为98   	哈夫曼编码为11110101011001
钧	出现次数为76   	哈夫曼编码为10010101101000
鬻	出现次数为2    	哈夫曼编码为0101001010101110101
爵	出现次数为148  	哈夫曼编码为1000111010000
悬	出现次数为88   	哈夫曼编码为11010010111000
郊	出现次数为18   	哈夫曼编码为1000001001101001
布	出现次数为1730 	哈夫曼编码为000100101
欺	出现次数为174  	哈夫曼编码为1011111010010
逐	出现次数为62   	哈夫曼编码为01000111110000
怨	出现次数为162  	哈夫曼编码为1010011111010
教	出现次数为1126 	哈夫曼编码为0111010011
铨	出现次数为2    	哈夫曼编码为0101001010101110110
注	出现次数为16   	哈夫曼编码为0101000111000010
微	出现次数为146  	哈夫曼编码为1000011100100
理	出现次数为324  	哈夫曼编码为101001111010
晚	出现次数为274  	哈夫曼编码为011010001100
府	出现次数为376  	哈夫曼编码为111001000101
克	出现次数为118  	哈夫曼编码为0011000110111
署	出现次数为6    	哈夫曼编码为111100010110111110
毫	出现次数为36   	哈夫曼编码为100000100011011
感	出现次数为230  	哈夫曼编码为001010001111
食	出现次数为408  	哈夫曼编码为111111010000
桌	出现次数为18   	哈夫曼编码为1000001001101010
寝	出现次数为66   	哈夫曼编码为01011110101111
床	出现次数为88   	哈夫曼编码为11010010111001
稠	出现次数为54   	哈夫曼编码为00010100000010
倦	出现次数为22   	哈夫曼编码为1101001110111101
凡	出现次数为102  	哈夫曼编码为11111101010101
沙	出现次数为142  	哈夫曼编码为0111011011010
汰	出现次数为4    	哈夫曼编码为010100100101111001
疑	出现次数为684  	哈夫曼编码为10111001001
适	出现次数为108  	哈夫曼编码为0001001001000
馆	出现次数为128  	哈夫曼编码为0101000011011
驿	出现次数为84   	哈夫曼编码为10110101000001
阶	出现次数为126  	哈夫曼编码为0100110001011
喝	出现次数为374  	哈夫曼编码为111001000000
虚	出现次数为434  	哈夫曼编码为00010110010
滥	出现次数为12   	哈夫曼编码为11110001001110110
污	出现次数为20   	哈夫曼编码为1010001111100111
喏	出现次数为42   	哈夫曼编码为101101010010010
勒	出现次数为268  	哈夫曼编码为011000010110
番	出现次数为194  	哈夫曼编码为1111001110011
免	出现次数为224  	哈夫曼编码为000111100001
役	出现次数为26   	哈夫曼编码为000000111110010
阻	出现次数为170  	哈夫曼编码为1011100001001
肯	出现次数为496  	哈夫曼编码为01000111010
杯	出现次数为86   	哈夫曼编码为10111100000011
闷	出现次数为66   	哈夫曼编码为01011110110000
哭	出现次数为580  	哈夫曼编码为10000100110
逼	出现次数为118  	哈夫曼编码为0011010000000
苦	出现次数为200  	哈夫曼编码为1111100010000
遭	出现次数为136  	哈夫曼编码为0110010111100
睁	出现次数为46   	哈夫曼编码为111000000000100
圆	出现次数为104  	哈夫曼编码为0000001101101
咬	出现次数为50   	哈夫曼编码为111110001100111
碎	出现次数为64   	哈夫曼编码为01010001001100
牙	出现次数为114  	哈夫曼编码为0010011110101
挡	出现次数为44   	哈夫曼编码为110100111001000
厅	出现次数为44   	哈夫曼编码为110100111001001
绑	出现次数为30   	哈夫曼编码为001101111011010
么	出现次数为36   	哈夫曼编码为100000100011100
揪	出现次数为26   	哈夫曼编码为000000111110011
扯	出现次数为72   	哈夫曼编码为10000001111010
桩	出现次数为2    	哈夫曼编码为0101001010101110111
缚	出现次数为226  	哈夫曼编码为001001010110
攀	出现次数为24   	哈夫曼编码为1111000100000010
柳	出现次数为52   	哈夫曼编码为00000011100011
腿	出现次数为14   	哈夫曼编码为0010000001000011
喧	出现次数为42   	哈夫曼编码为101101010010011
闹	出现次数为14   	哈夫曼编码为0010000001000100
观	出现次数为596  	哈夫曼编码为10001111011
仁	出现次数为610  	哈夫曼编码为10010111010
慈	出现次数为318  	哈夫曼编码为101000101010
的	出现次数为324  	哈夫曼编码为101001111011
傍	出现次数为156  	哈夫曼编码为1001111011000
边	出现次数为734  	哈夫曼编码为11011111010
仅	出现次数为8    	哈夫曼编码为01010010000011001
侮	出现次数为18   	哈夫曼编码为1000001001101011
辱	出现次数为174  	哈夫曼编码为1011111010011
枳	出现次数为2    	哈夫曼编码为0101001010101111000
棘	出现次数为16   	哈夫曼编码为0101000111000011
丛	出现次数为30   	哈夫曼编码为001101111011011
栖	出现次数为22   	哈夫曼编码为1101001110111110
鸾	出现次数为8    	哈夫曼编码为01010010000011010
印	出现次数为170  	哈夫曼编码为1011100001010
绶	出现次数为98   	哈夫曼编码为11110101011010
挂	出现次数为182  	哈夫曼编码为1101111011011
颈	出现次数为28   	哈夫曼编码为000111101110000
姑	出现次数为38   	哈夫曼编码为100101011110000
饶	出现次数为48   	哈夫曼编码为111100001100111
缴	出现次数为4    	哈夫曼编码为010100100101111010
捉	出现次数为240  	哈夫曼编码为001101110000
恢	出现次数为74   	哈夫曼编码为10001110100101
匿	出现次数为26   	哈夫曼编码为000000111110100
题	出现次数为30   	哈夫曼编码为001101111011100
握	出现次数为34   	哈夫曼编码为011001110000100
互	出现次数为46   	哈夫曼编码为111000000000101
列	出现次数为212  	哈夫曼编码为000010101110
嗟	出现次数为66   	哈夫曼编码为01011110110001
区	出现次数为54   	哈夫曼编码为00010100000011
纯	出现次数为40   	哈夫曼编码为101000111010101
章	出现次数为100  	哈夫曼编码为11111000101011
雪	出现次数为138  	哈夫曼编码为0110101000111
片	出现次数为62   	哈夫曼编码为01000111110001
藏	出现次数为132  	哈夫曼编码为0101111001100
谏	出现次数为384  	哈夫曼编码为111100000010
陶	出现次数为136  	哈夫曼编码为0110010111101
恸	出现次数为22   	哈夫曼编码为1101001110111111
旦	出现次数为124  	哈夫曼编码为0100011110011
陛	出现次数为454  	哈夫曼编码为00100111001
阉	出现次数为22   	哈夫曼编码为1101010000000000
侵	出现次数为96   	哈夫曼编码为11110000100100
祸	出现次数为236  	哈夫曼编码为001011111100
跪	出现次数为76   	哈夫曼编码为10010101101001
活	出现次数为112  	哈夫曼编码为0001111001001
产	出现次数为14   	哈夫曼编码为0010000001000101
朕	出现次数为374  	哈夫曼编码为111001000001
怜	出现次数为98   	哈夫曼编码为11110101011011
休	出现次数为742  	哈夫曼编码为11100010011
刑	出现次数为56   	哈夫曼编码为00011110100111
勿	出现次数为500  	哈夫曼编码为01001000101
耽	出现次数为42   	哈夫曼编码为101101010010100
受	出现次数为790  	哈夫曼编码为11110110001
毁	出现次数为68   	哈夫曼编码为01100110001110
谤	出现次数为12   	哈夫曼编码为11110001001110111
躬	出现次数为40   	哈夫曼编码为101000111010110
肉	出现次数为204  	哈夫曼编码为1111110100110
敬	出现次数为302  	哈夫曼编码为100100110011
稷	出现次数为106  	哈夫曼编码为0001000000001
摧	出现次数为16   	哈夫曼编码为0101000111000100
撞	出现次数为144  	哈夫曼编码为1000000110101
牵	出现次数为86   	哈夫曼编码为10111100000100
假	出现次数为112  	哈夫曼编码为0001111001010
虞	出现次数为110  	哈夫曼编码为0001100011111
征	出现次数为430  	哈夫曼编码为00010001110
巢	出现次数为78   	哈夫曼编码为10011110111110
挫	出现次数为44   	哈夫曼编码为110100111001010
凶	出现次数为106  	哈夫曼编码为0001000000010
暴	出现次数为88   	哈夫曼编码为11010010111010
卒	出现次数为270  	哈夫曼编码为011001000010
缢	出现次数为18   	哈夫曼编码为1000001001101100
赦	出现次数为54   	哈夫曼编码为00010100000100
迁	出现次数为110  	哈夫曼编码为0001100110000
整	出现次数为226  	哈夫曼编码为001001010111
象	出现次数为96   	哈夫曼编码为11110000100101
笃	出现次数为24   	哈夫曼编码为1111000100000011
妹	出现次数为68   	哈夫曼编码为01100110001111
辩	出现次数为48   	哈夫曼编码为111100001101000
宠	出现次数为134  	哈夫曼编码为0110000110101
幸	出现次数为422  	哈夫曼编码为00001001110
美	出现次数为126  	哈夫曼编码为0100110011100
嫉	出现次数为14   	哈夫曼编码为0010000001000110
妒	出现次数为22   	哈夫曼编码为1101010000000001
鸩	出现次数为20   	哈夫曼编码为1010001111101000
苌	出现次数为2    	哈夫曼编码为0101001010101111001
妻	出现次数为304  	哈夫曼编码为100101010101
继	出现次数为118  	哈夫曼编码为0011010000001
偏	出现次数为102  	哈夫曼编码为11111101010110
绝	出现次数为352  	哈夫曼编码为110100101010
患	出现次数为196  	哈夫曼编码为1111010101001
潘	出现次数为96   	哈夫曼编码为11110000100110
隐	出现次数为182  	哈夫曼编码为1101111011100
宅	出现次数为68   	哈夫曼编码为01100110010000
质	出现次数为86   	哈夫曼编码为10111100000101
滋	出现次数为12   	哈夫曼编码为11110001001111000
蔓	出现次数为6    	哈夫曼编码为111100010110111111
倘	出现次数为272  	哈夫曼编码为011001011010
族	出现次数为150  	哈夫曼编码为1001001001010
详	出现次数为34   	哈夫曼编码为011001110000101
典	出现次数为314  	哈夫曼编码为100111110011
叱	出现次数为360  	哈夫曼编码为110110110111
辈	出现次数为144  	哈夫曼编码为1000000110110
踌	出现次数为32   	哈夫曼编码为010100010110101
躇	出现次数为32   	哈夫曼编码为010100010110110
赛	出现次数为16   	哈夫曼编码为0101000111000101
秘	出现次数为28   	哈夫曼编码为000111101110001
矫	出现次数为32   	哈夫曼编码为010100010110111
册	出现次数为24   	哈夫曼编码为1111000100000100
借	出现次数为170  	哈夫曼编码为1011100001011
新	出现次数为384  	哈夫曼编码为111100000011
扫	出现次数为60   	哈夫曼编码为00110111011001
袁	出现次数为1116 	哈夫曼编码为0111000111
隗	出现次数为14   	哈夫曼编码为0010000001000111
绍	出现次数为1038 	哈夫曼编码为0101011110
隶	出现次数为18   	哈夫曼编码为1000001001101101
林	出现次数为242  	哈夫曼编码为001111000011
荀	出现次数为222  	哈夫曼编码为000110111111
攸	出现次数为192  	哈夫曼编码为1111000001101
泰	出现次数为320  	哈夫曼编码为101000110000
员	出现次数为210  	哈夫曼编码为000001111001
柩	出现次数为50   	哈夫曼编码为111110001101000
阴	出现次数为172  	哈夫曼编码为1011101010100
娘	出现次数为28   	哈夫曼编码为000111101110010
悯	出现次数为6    	哈夫曼编码为111100010111000000
忧	出现次数为364  	哈夫曼编码为110111101011
旨	出现次数为136  	哈夫曼编码为0110010111110
寒	出现次数为92   	哈夫曼编码为11011111110101
享	出现次数为50   	哈夫曼编码为111110001101001
妄	出现次数为138  	哈夫曼编码为0110101010000
根	出现次数为72   	哈夫曼编码为10000001111011
录	出现次数为24   	哈夫曼编码为1111000100000101
抬	出现次数为18   	哈夫曼编码为1000001001101110
孩	出现次数为14   	哈夫曼编码为0010000001001000
僚	出现次数为94   	哈夫曼编码为11100100100101
腹	出现次数为230  	哈夫曼编码为001010101100
帘	出现次数为22   	哈夫曼编码为1101010000000010
掌	出现次数为168  	哈夫曼编码为1011010010111
骠	出现次数为36   	哈夫曼编码为100000100011101
预	出现次数为160  	哈夫曼编码为1010001100110
酣	出现次数为62   	哈夫曼编码为01000111110010
捧	出现次数为58   	哈夫曼编码为00101100010010
吕	出现次数为1214 	哈夫曼编码为1001010010
口	出现次数为976  	哈夫曼编码为0011110100
深	出现次数为470  	哈夫曼编码为00101101110
辄	出现次数为44   	哈夫曼编码为110100111001011
敕	出现次数为38   	哈夫曼编码为100101011110001
沽	出现次数为6    	哈夫曼编码为111100010111000001
竞	出现次数为16   	哈夫曼编码为0101000111000110
系	出现次数为106  	哈夫曼编码为0001000000011
藩	出现次数为10   	哈夫曼编码为10100100001010010
妃	出现次数为62   	哈夫曼编码为01000111110011
仍	出现次数为98   	哈夫曼编码为11110101011100
刎	出现次数为48   	哈夫曼编码为111100001101001
哀	出现次数为128  	哈夫曼编码为0101000011100
废	出现次数为190  	哈夫曼编码为1110011001101
珠	出现次数为86   	哈夫曼编码为10111100000110
玩	出现次数为18   	哈夫曼编码为1000001001101111
构	出现次数为4    	哈夫曼编码为010100100101111011
苗	出现次数为46   	哈夫曼编码为111000000000110
遮	出现次数为76   	哈夫曼编码为10010101101010
蔽	出现次数为32   	哈夫曼编码为010100010111000
庭	出现次数为52   	哈夫曼编码为00000011100100
葬	出现次数为172  	哈夫曼编码为1011101010101
托	出现次数为252  	哈夫曼编码为010010100001
殃	出现次数为16   	哈夫曼编码为0101000111000111
俊	出现次数为42   	哈夫曼编码为101101010010101
务	出现次数为116  	哈夫曼编码为0010110000100
伐	出现次数为366  	哈夫曼编码为110111110001
顷	出现次数为84   	哈夫曼编码为10110101000010
尔	出现次数为110  	哈夫曼编码为0001100110001
庙	出现次数为116  	哈夫曼编码为0010110000101
没	出现次数为56   	哈夫曼编码为00011110101000
唯	出现次数为24   	哈夫曼编码为1111000100000110
允	出现次数为466  	哈夫曼编码为00101101000
奈	出现次数为452  	哈夫曼编码为00100101001
妙	出现次数为168  	哈夫曼编码为1011010011000
檄	出现次数为98   	哈夫曼编码为11110101011101
镇	出现次数为236  	哈夫曼编码为001011111101
薄	出现次数为98   	哈夫曼编码为11110101011110
琳	出现次数为20   	哈夫曼编码为1010001111101001
俗	出现次数为30   	哈夫曼编码为001101111011101
雀	出现次数为52   	哈夫曼编码为00000011100101
骧	出现次数为16   	哈夫曼编码为0101000111001000
洪	出现次数为316  	哈夫曼编码为101000000111
炉	出现次数为14   	哈夫曼编码为0010000001001001
燎	出现次数为4    	哈夫曼编码为010100100101111100
毛	出现次数为98   	哈夫曼编码为11110101011111
霆	出现次数为4    	哈夫曼编码为010100100101111101
阙	出现次数为38   	哈夫曼编码为100101011110010
怀	出现次数为276  	哈夫曼编码为011010100010
持	出现次数为294  	哈夫曼编码为100010111001
柄	出现次数为18   	哈夫曼编码为1000001001110000
懦	出现次数为48   	哈夫曼编码为111100001101010
易	出现次数为200  	哈夫曼编码为1111100010001
侧	出现次数为114  	哈夫曼编码为0010011110110
宵	出现次数为30   	哈夫曼编码为001101111011110
智	出现次数为200  	哈夫曼编码为1111100010010
丁	出现次数为250  	哈夫曼编码为010010011000
馈	出现次数为6    	哈夫曼编码为111100010111000010
李	出现次数为842  	哈夫曼编码为0000011111
肃	出现次数为788  	哈夫曼编码为11110110000
足	出现次数为754  	哈夫曼编码为11100101001
料	出现次数为366  	哈夫曼编码为110111110110
鳌	出现次数为10   	哈夫曼编码为10100100001010011
凉	出现次数为208  	哈夫曼编码为000000110010
显	出现次数为112  	哈夫曼编码为0001111001011
陆	出现次数为396  	哈夫曼编码为111101110100
续	出现次数为106  	哈夫曼编码为0001000000100
婿	出现次数为52   	哈夫曼编码为00000011100110
陕	出现次数为10   	哈夫曼编码为10100100001010100
傕	出现次数为272  	哈夫曼编码为011001011011
汜	出现次数为268  	哈夫曼编码为011000010111
樊	出现次数为280  	哈夫曼编码为011100100110
儒	出现次数为164  	哈夫曼编码为1010111110101
味	出现次数为16   	哈夫曼编码为0101000111001001
略	出现次数为214  	哈夫曼编码为000100010010
汤	出现次数为32   	哈夫曼编码为010100010111001
沸	出现次数为16   	哈夫曼编码为0101000111001010
薪	出现次数为20   	哈夫曼编码为1010001111101010
痈	出现次数为2    	哈夫曼编码为0101001010101111010
毒	出现次数为98   	哈夫曼编码为11110101101000
钟	出现次数为216  	哈夫曼编码为000100100001
示	出现次数为100  	哈夫曼编码为11111000101100
豺	出现次数为16   	哈夫曼编码为0101000111001011
狼	出现次数为70   	哈夫曼编码为01110011010000
狠	出现次数为4    	哈夫曼编码为010100100101111110
渑	出现次数为6    	哈夫曼编码为111100010111000011
池	出现次数为146  	哈夫曼编码为1000011100101
按	出现次数为192  	哈夫曼编码为1111000001110
斧	出现次数为146  	哈夫曼编码为1000011100110
嘉	出现次数为158  	哈夫曼编码为1010000010100
诣	出现次数为24   	哈夫曼编码为1111000100000111
骨	出现次数为176  	哈夫曼编码为1101001010111
齑	出现次数为20   	哈夫曼编码为1010001111101011
粉	出现次数为48   	哈夫曼编码为111100001101011
谕	出现次数为106  	哈夫曼编码为0001000000101
簿	出现次数为60   	哈夫曼编码为00110111011010
泄	出现次数为112  	哈夫曼编码为0001111001100
防	出现次数为218  	哈夫曼编码为000101101110
测	出现次数为48   	哈夫曼编码为111100001101100
选	出现次数为138  	哈夫曼编码为0110101010001
琐	出现次数为10   	哈夫曼编码为10100100001010101
懿	出现次数为1212 	哈夫曼编码为1001010000
昂	出现次数为100  	哈夫曼编码为11111000101101
疾	出现次数为150  	哈夫曼编码为1001001001011
荣	出现次数为106  	哈夫曼编码为0001000000110
效	出现次数为146  	哈夫曼编码为1000011100111
寻	出现次数为376  	哈夫曼编码为111001000110
闭	出现次数为108  	哈夫曼编码为0001001001001
砍	出现次数为242  	哈夫曼编码为001111000100
倾	出现次数为94   	哈夫曼编码为11100100100110
墙	出现次数为50   	哈夫曼编码为111110001101010
掷	出现次数为96   	哈夫曼编码为11110000100111
胁	出现次数为12   	哈夫曼编码为11110001001111001
宥	出现次数为2    	哈夫曼编码为0101001010101111011
匡	出现次数为62   	哈夫曼编码为01000111110100
翠	出现次数为12   	哈夫曼编码为11110001001111010
剁	出现次数为16   	哈夫曼编码为0101000111001100
泥	出现次数为36   	哈夫曼编码为100000100011110
擐	出现次数为14   	哈夫曼编码为0010000001001010
窗	出现次数为14   	哈夫曼编码为0010000001001011
跳	出现次数为68   	哈夫曼编码为01100110010001
属	出现次数为106  	哈夫曼编码为0001000000111
误	出现次数为202  	哈夫曼编码为1111101101011
摄	出现次数为28   	哈夫曼编码为000111101110011
觅	出现次数为32   	哈夫曼编码为010100010111010
烟	出现次数为92   	哈夫曼编码为11011111110110
邙	出现次数为6    	哈夫曼编码为111100010111000100
掾	出现次数为24   	哈夫曼编码为1111000100001000
闵	出现次数为4    	哈夫曼编码为010100100101111111
贡	出现次数为50   	哈夫曼编码为111110001101011
饥	出现次数为32   	哈夫曼编码为010100010111011
馁	出现次数为4    	哈夫曼编码为010100100110000000
挤	出现次数为4    	哈夫曼编码为010100100110000001
怕	出现次数为80   	哈夫曼编码为10100011011010
觉	出现次数为134  	哈夫曼编码为0110000110110
吞	出现次数为108  	哈夫曼编码为0001001001010
莽	出现次数为22   	哈夫曼编码为1101010000000011
爬	出现次数为20   	哈夫曼编码为1010001111101100
满	出现次数为298  	哈夫曼编码为100100001010
萤	出现次数为8    	哈夫曼编码为01010010000011011
芒	出现次数为26   	哈夫曼编码为000000111110101
照	出现次数为66   	哈夫曼编码为01011110110010
耀	出现次数为94   	哈夫曼编码为11100100100111
渐	出现次数为132  	哈夫曼编码为0101111001101
堆	出现次数为72   	哈夫曼编码为10000001111100
畔	出现次数为32   	哈夫曼编码为010100010111100
院	出现次数为68   	哈夫曼编码为01100110010010
梦	出现次数为138  	哈夫曼编码为0110101010010
户	出现次数为94   	哈夫曼编码为11100100101000
崔	出现次数为92   	哈夫曼编码为11011111110111
烈	出现次数为124  	哈夫曼编码为0100011110100
毅	出现次数为30   	哈夫曼编码为001101111011111
偶	出现次数为50   	哈夫曼编码为111110001101100
瘦	出现次数为16   	哈夫曼编码为0101000111001101
杨	出现次数为664  	哈夫曼编码为10110001101
淳	出现次数为50   	哈夫曼编码为111110001101101
琼	出现次数为62   	哈夫曼编码为01000111110101
鲍	出现次数为46   	哈夫曼编码为111000000000111
驾	出现次数为378  	哈夫曼编码为111001100000
另	出现次数为32   	哈夫曼编码为010100010111101
换	出现次数为88   	哈夫曼编码为11010010111011
谣	出现次数为28   	哈夫曼编码为000111101110100
谶	出现次数为12   	哈夫曼编码为11110001001111011
旌	出现次数为142  	哈夫曼编码为0111011011011
尘	出现次数为92   	哈夫曼编码为11011111111000
绣	出现次数为192  	哈夫曼编码为1111000001111
影	出现次数为32   	哈夫曼编码为010100010111110
栗	出现次数为24   	哈夫曼编码为1111000100001001
向	出现次数为460  	哈夫曼编码为00101000101
抚	出现次数为162  	哈夫曼编码为1010011111011
慰	出现次数为108  	哈夫曼编码为0001001001011
检	出现次数为22   	哈夫曼编码为1101010000000100
玺	出现次数为114  	哈夫曼编码为0010011110111
